date,hour,traffic,is_weekend,weather_type,weather_factor,event_type,event_factor,day_of_week,month,season,is_holiday,is_peak_hour
2022-01-02 16:00:00,16,1274,True,多云,1.0,周末,1.2,6,1,1,False,False
2022-01-02 17:00:00,17,2089,True,晴天,1.2,周末,1.2,6,1,1,False,True
2022-01-02 18:00:00,18,1962,True,晴天,1.2,周末,1.2,6,1,1,False,True
2022-01-02 19:00:00,19,696,True,雾天,0.4,周末,1.2,6,1,1,False,True
2022-01-02 20:00:00,20,430,True,雾天,0.4,周末,1.2,6,1,1,False,False
2022-01-02 21:00:00,21,1208,True,晴天,1.2,周末,1.2,6,1,1,False,False
2022-01-02 22:00:00,22,495,True,晴天,1.2,周末,1.2,6,1,1,False,False
2022-01-02 23:00:00,23,518,True,晴天,1.2,周末,1.2,6,1,1,False,False
2022-01-03 00:00:00,0,407,False,晴天,1.2,无,1.0,0,1,1,False,False
2022-01-03 01:00:00,1,405,False,晴天,1.2,无,1.0,0,1,1,False,False
2022-01-03 02:00:00,2,405,False,晴天,1.2,无,1.0,0,1,1,False,False
2022-01-03 03:00:00,3,397,False,晴天,1.2,无,1.0,0,1,1,False,False
2022-01-03 04:00:00,4,397,False,晴天,1.2,无,1.0,0,1,1,False,False
2022-01-03 05:00:00,5,413,False,晴天,1.2,无,1.0,0,1,1,False,False
2022-01-03 06:00:00,6,1307,False,晴天,1.2,无,1.0,0,1,1,False,False
2022-01-03 07:00:00,7,2053,False,多云,1.0,无,1.0,0,1,1,False,True
2022-01-03 08:00:00,8,1907,False,多云,1.0,无,1.0,0,1,1,False,True
2022-01-03 09:00:00,9,2370,False,晴天,1.2,无,1.0,0,1,1,False,True
2022-01-03 10:00:00,10,528,False,雾天,0.4,无,1.0,0,1,1,False,False
2022-01-03 11:00:00,11,1273,False,多云,1.0,无,1.0,0,1,1,False,False
2022-01-03 12:00:00,12,687,False,雪天,0.5,无,1.0,0,1,1,False,False
2022-01-03 13:00:00,13,1512,False,晴天,1.2,无,1.0,0,1,1,False,False
2022-01-03 14:00:00,14,678,False,雪天,0.5,无,1.0,0,1,1,False,False
2022-01-03 15:00:00,15,1557,False,晴天,1.2,无,1.0,0,1,1,False,False
2022-01-03 16:00:00,16,657,False,雪天,0.5,无,1.0,0,1,1,False,False
2022-01-03 17:00:00,17,2183,False,晴天,1.2,无,1.0,0,1,1,False,True
2022-01-03 18:00:00,18,1795,False,多云,1.0,无,1.0,0,1,1,False,True
2022-01-03 19:00:00,19,710,False,雾天,0.4,无,1.0,0,1,1,False,True
2022-01-03 20:00:00,20,1061,False,多云,1.0,无,1.0,0,1,1,False,False
2022-01-03 21:00:00,21,1114,False,多云,1.0,无,1.0,0,1,1,False,False
2022-01-03 22:00:00,22,515,False,晴天,1.2,无,1.0,0,1,1,False,False
2022-01-03 23:00:00,23,458,False,多云,1.0,无,1.0,0,1,1,False,False
2022-01-04 00:00:00,0,385,False,晴天,1.2,无,1.0,1,1,1,False,False
2022-01-04 01:00:00,1,400,False,晴天,1.2,无,1.0,1,1,1,False,False
2022-01-04 02:00:00,2,172,False,雪天,0.5,无,1.0,1,1,1,False,False
2022-01-04 03:00:00,3,127,False,雾天,0.4,无,1.0,1,1,1,False,False
2022-01-04 04:00:00,4,170,False,雪天,0.5,无,1.0,1,1,1,False,False
2022-01-04 05:00:00,5,330,False,多云,1.0,无,1.0,1,1,1,False,False
2022-01-04 06:00:00,6,1114,False,多云,1.0,无,1.0,1,1,1,False,False
2022-01-04 07:00:00,7,2326,False,晴天,1.2,无,1.0,1,1,1,False,True
2022-01-04 08:00:00,8,766,False,雾天,0.4,无,1.0,1,1,1,False,True
2022-01-04 09:00:00,9,2315,False,晴天,1.2,无,1.0,1,1,1,False,True
2022-01-04 10:00:00,10,1523,False,晴天,1.2,无,1.0,1,1,1,False,False
2022-01-04 11:00:00,11,1289,False,多云,1.0,无,1.0,1,1,1,False,False
2022-01-04 12:00:00,12,545,False,雾天,0.4,无,1.0,1,1,1,False,False
2022-01-04 13:00:00,13,1378,False,多云,1.0,无,1.0,1,1,1,False,False
2022-01-04 14:00:00,14,1321,False,多云,1.0,无,1.0,1,1,1,False,False
2022-01-04 15:00:00,15,1516,False,晴天,1.2,无,1.0,1,1,1,False,False
2022-01-04 16:00:00,16,1271,False,多云,1.0,无,1.0,1,1,1,False,False
2022-01-04 17:00:00,17,852,False,雪天,0.5,无,1.0,1,1,1,False,True
2022-01-04 18:00:00,18,2057,False,晴天,1.2,无,1.0,1,1,1,False,True
2022-01-04 19:00:00,19,2108,False,晴天,1.2,无,1.0,1,1,1,False,True
2022-01-04 20:00:00,20,571,False,雪天,0.5,无,1.0,1,1,1,False,False
2022-01-04 21:00:00,21,1088,False,多云,1.0,无,1.0,1,1,1,False,False
2022-01-04 22:00:00,22,171,False,雾天,0.4,无,1.0,1,1,1,False,False
2022-01-04 23:00:00,23,511,False,晴天,1.2,无,1.0,1,1,1,False,False
2022-01-05 00:00:00,0,320,False,多云,1.0,无,1.0,2,1,1,False,False
2022-01-05 01:00:00,1,388,False,晴天,1.2,无,1.0,2,1,1,False,False
2022-01-05 02:00:00,2,329,False,多云,1.0,无,1.0,2,1,1,False,False
2022-01-05 03:00:00,3,409,False,晴天,1.2,无,1.0,2,1,1,False,False
2022-01-05 04:00:00,4,406,False,晴天,1.2,无,1.0,2,1,1,False,False
2022-01-05 05:00:00,5,172,False,雪天,0.5,无,1.0,2,1,1,False,False
2022-01-05 06:00:00,6,1068,False,多云,1.0,无,1.0,2,1,1,False,False
2022-01-05 07:00:00,7,1983,False,多云,1.0,无,1.0,2,1,1,False,True
2022-01-05 08:00:00,8,1923,False,多云,1.0,无,1.0,2,1,1,False,True
2022-01-05 09:00:00,9,2346,False,晴天,1.2,无,1.0,2,1,1,False,True
2022-01-05 10:00:00,10,651,False,雪天,0.5,无,1.0,2,1,1,False,False
2022-01-05 11:00:00,11,1267,False,多云,1.0,无,1.0,2,1,1,False,False
2022-01-05 12:00:00,12,1626,False,晴天,1.2,无,1.0,2,1,1,False,False
2022-01-05 13:00:00,13,666,False,雪天,0.5,无,1.0,2,1,1,False,False
2022-01-05 14:00:00,14,667,False,雪天,0.5,无,1.0,2,1,1,False,False
2022-01-05 15:00:00,15,1630,False,晴天,1.2,无,1.0,2,1,1,False,False
2022-01-05 16:00:00,16,1640,False,晴天,1.2,无,1.0,2,1,1,False,False
2022-01-05 17:00:00,17,1804,False,多云,1.0,无,1.0,2,1,1,False,True
2022-01-05 18:00:00,18,1685,False,多云,1.0,无,1.0,2,1,1,False,True
2022-01-05 19:00:00,19,2051,False,晴天,1.2,无,1.0,2,1,1,False,True
2022-01-05 20:00:00,20,430,False,雾天,0.4,无,1.0,2,1,1,False,False
2022-01-05 21:00:00,21,1052,False,多云,1.0,无,1.0,2,1,1,False,False
2022-01-05 22:00:00,22,223,False,雪天,0.5,无,1.0,2,1,1,False,False
2022-01-05 23:00:00,23,527,False,晴天,1.2,无,1.0,2,1,1,False,False
2022-01-06 00:00:00,0,380,False,晴天,1.2,无,1.0,3,1,1,False,False
2022-01-06 01:00:00,1,338,False,多云,1.0,无,1.0,3,1,1,False,False
2022-01-06 02:00:00,2,410,False,晴天,1.2,无,1.0,3,1,1,False,False
2022-01-06 03:00:00,3,165,False,雪天,0.5,无,1.0,3,1,1,False,False
2022-01-06 04:00:00,4,392,False,晴天,1.2,无,1.0,3,1,1,False,False
2022-01-06 05:00:00,5,381,False,晴天,1.2,无,1.0,3,1,1,False,False
2022-01-06 06:00:00,6,1152,False,多云,1.0,无,1.0,3,1,1,False,False
2022-01-06 07:00:00,7,991,False,雪天,0.5,无,1.0,3,1,1,False,True
2022-01-06 08:00:00,8,2024,False,多云,1.0,无,1.0,3,1,1,False,True
2022-01-06 09:00:00,9,1003,False,雪天,0.5,无,1.0,3,1,1,False,True
2022-01-06 10:00:00,10,1368,False,多云,1.0,无,1.0,3,1,1,False,False
2022-01-06 11:00:00,11,1587,False,晴天,1.2,无,1.0,3,1,1,False,False
2022-01-06 12:00:00,12,642,False,雪天,0.5,无,1.0,3,1,1,False,False
2022-01-06 13:00:00,13,1295,False,多云,1.0,无,1.0,3,1,1,False,False
2022-01-06 14:00:00,14,1326,False,多云,1.0,无,1.0,3,1,1,False,False
2022-01-06 15:00:00,15,650,False,雪天,0.5,无,1.0,3,1,1,False,False
2022-01-06 16:00:00,16,545,False,雾天,0.4,无,1.0,3,1,1,False,False
2022-01-06 17:00:00,17,1704,False,多云,1.0,无,1.0,3,1,1,False,True
2022-01-06 18:00:00,18,1833,False,多云,1.0,无,1.0,3,1,1,False,True
2022-01-06 19:00:00,19,2116,False,晴天,1.2,无,1.0,3,1,1,False,True
2022-01-06 20:00:00,20,524,False,雪天,0.5,无,1.0,3,1,1,False,False
2022-01-06 21:00:00,21,441,False,雾天,0.4,无,1.0,3,1,1,False,False
2022-01-06 22:00:00,22,529,False,晴天,1.2,无,1.0,3,1,1,False,False
2022-01-06 23:00:00,23,213,False,雪天,0.5,无,1.0,3,1,1,False,False
2022-01-07 00:00:00,0,133,False,雾天,0.4,无,1.0,4,1,1,False,False
2022-01-07 01:00:00,1,318,False,多云,1.0,无,1.0,4,1,1,False,False
2022-01-07 02:00:00,2,134,False,雾天,0.4,无,1.0,4,1,1,False,False
2022-01-07 03:00:00,3,170,False,雪天,0.5,无,1.0,4,1,1,False,False
2022-01-07 04:00:00,4,380,False,晴天,1.2,无,1.0,4,1,1,False,False
2022-01-07 05:00:00,5,161,False,雪天,0.5,无,1.0,4,1,1,False,False
2022-01-07 06:00:00,6,1293,False,晴天,1.2,无,1.0,4,1,1,False,False
2022-01-07 07:00:00,7,1885,False,多云,1.0,无,1.0,4,1,1,False,True
2022-01-07 08:00:00,8,1017,False,雪天,0.5,无,1.0,4,1,1,False,True
2022-01-07 09:00:00,9,966,False,雪天,0.5,无,1.0,4,1,1,False,True
2022-01-07 10:00:00,10,1268,False,多云,1.0,无,1.0,4,1,1,False,False
2022-01-07 11:00:00,11,1625,False,晴天,1.2,无,1.0,4,1,1,False,False
2022-01-07 12:00:00,12,1519,False,晴天,1.2,无,1.0,4,1,1,False,False
2022-01-07 13:00:00,13,1593,False,晴天,1.2,无,1.0,4,1,1,False,False
2022-01-07 14:00:00,14,504,False,雾天,0.4,无,1.0,4,1,1,False,False
2022-01-07 15:00:00,15,676,False,雪天,0.5,无,1.0,4,1,1,False,False
2022-01-07 16:00:00,16,638,False,雪天,0.5,无,1.0,4,1,1,False,False
2022-01-07 17:00:00,17,724,False,雾天,0.4,无,1.0,4,1,1,False,True
2022-01-07 18:00:00,18,1801,False,多云,1.0,无,1.0,4,1,1,False,True
2022-01-07 19:00:00,19,2054,False,晴天,1.2,无,1.0,4,1,1,False,True
2022-01-07 20:00:00,20,1332,False,晴天,1.2,无,1.0,4,1,1,False,False
2022-01-07 21:00:00,21,422,False,雾天,0.4,无,1.0,4,1,1,False,False
2022-01-07 22:00:00,22,220,False,雪天,0.5,无,1.0,4,1,1,False,False
2022-01-07 23:00:00,23,507,False,晴天,1.2,无,1.0,4,1,1,False,False
2022-01-08 00:00:00,0,162,True,雪天,0.5,周末,1.2,5,1,1,False,False
2022-01-08 01:00:00,1,323,True,多云,1.0,周末,1.2,5,1,1,False,False
2022-01-08 02:00:00,2,153,True,雪天,0.5,周末,1.2,5,1,1,False,False
2022-01-08 03:00:00,3,152,True,雪天,0.5,周末,1.2,5,1,1,False,False
2022-01-08 04:00:00,4,324,True,多云,1.0,周末,1.2,5,1,1,False,False
2022-01-08 05:00:00,5,154,True,雪天,0.5,周末,1.2,5,1,1,False,False
2022-01-08 06:00:00,6,1326,True,晴天,1.2,周末,1.2,5,1,1,False,False
2022-01-08 07:00:00,7,1950,True,多云,1.0,周末,1.2,5,1,1,False,True
2022-01-08 08:00:00,8,2321,True,晴天,1.2,周末,1.2,5,1,1,False,True
2022-01-08 09:00:00,9,771,True,雾天,0.4,周末,1.2,5,1,1,False,True
2022-01-08 10:00:00,10,1263,True,多云,1.0,周末,1.2,5,1,1,False,False
2022-01-08 11:00:00,11,632,True,雪天,0.5,周末,1.2,5,1,1,False,False
2022-01-08 12:00:00,12,1449,True,晴天,1.2,周末,1.2,5,1,1,False,False
2022-01-08 13:00:00,13,1590,True,晴天,1.2,周末,1.2,5,1,1,False,False
2022-01-08 14:00:00,14,660,True,雪天,0.5,周末,1.2,5,1,1,False,False
2022-01-08 15:00:00,15,613,True,雪天,0.5,周末,1.2,5,1,1,False,False
2022-01-08 16:00:00,16,644,True,雪天,0.5,周末,1.2,5,1,1,False,False
2022-01-08 17:00:00,17,2015,True,晴天,1.2,周末,1.2,5,1,1,False,True
2022-01-08 18:00:00,18,869,True,雪天,0.5,周末,1.2,5,1,1,False,True
2022-01-08 19:00:00,19,1952,True,晴天,1.2,周末,1.2,5,1,1,False,True
2022-01-08 20:00:00,20,508,True,雪天,0.5,周末,1.2,5,1,1,False,False
2022-01-08 21:00:00,21,1050,True,多云,1.0,周末,1.2,5,1,1,False,False
2022-01-08 22:00:00,22,531,True,晴天,1.2,周末,1.2,5,1,1,False,False
2022-01-08 23:00:00,23,210,True,雪天,0.5,周末,1.2,5,1,1,False,False
2022-01-09 00:00:00,0,301,True,多云,1.0,周末,1.2,6,1,1,False,False
2022-01-09 01:00:00,1,367,True,晴天,1.2,周末,1.2,6,1,1,False,False
2022-01-09 02:00:00,2,388,True,晴天,1.2,周末,1.2,6,1,1,False,False
2022-01-09 03:00:00,3,378,True,晴天,1.2,周末,1.2,6,1,1,False,False
2022-01-09 04:00:00,4,373,True,晴天,1.2,周末,1.2,6,1,1,False,False
2022-01-09 05:00:00,5,132,True,雾天,0.4,周末,1.2,6,1,1,False,False
2022-01-09 06:00:00,6,1208,True,晴天,1.2,周末,1.2,6,1,1,False,False
2022-01-09 07:00:00,7,2205,True,晴天,1.2,周末,1.2,6,1,1,False,True
2022-01-09 08:00:00,8,1950,True,多云,1.0,周末,1.2,6,1,1,False,True
2022-01-09 09:00:00,9,2225,True,晴天,1.2,周末,1.2,6,1,1,False,True
2022-01-09 10:00:00,10,1328,True,多云,1.0,周末,1.2,6,1,1,False,False
2022-01-09 11:00:00,11,1316,True,多云,1.0,周末,1.2,6,1,1,False,False
2022-01-09 12:00:00,12,1447,True,晴天,1.2,周末,1.2,6,1,1,False,False
2022-01-09 13:00:00,13,1531,True,晴天,1.2,周末,1.2,6,1,1,False,False
2022-01-09 14:00:00,14,1562,True,晴天,1.2,周末,1.2,6,1,1,False,False
2022-01-09 15:00:00,15,1234,True,多云,1.0,周末,1.2,6,1,1,False,False
2022-01-09 16:00:00,16,1236,True,多云,1.0,周末,1.2,6,1,1,False,False
2022-01-09 17:00:00,17,844,True,雪天,0.5,周末,1.2,6,1,1,False,True
2022-01-09 18:00:00,18,831,True,雪天,0.5,周末,1.2,6,1,1,False,True
2022-01-09 19:00:00,19,838,True,雪天,0.5,周末,1.2,6,1,1,False,True
2022-01-09 20:00:00,20,520,True,雪天,0.5,周末,1.2,6,1,1,False,False
2022-01-09 21:00:00,21,1253,True,晴天,1.2,周末,1.2,6,1,1,False,False
2022-01-09 22:00:00,22,162,True,雾天,0.4,周末,1.2,6,1,1,False,False
2022-01-09 23:00:00,23,209,True,雪天,0.5,周末,1.2,6,1,1,False,False
2022-01-10 00:00:00,0,166,False,雪天,0.5,无,1.0,0,1,1,False,False
2022-01-10 01:00:00,1,160,False,雪天,0.5,无,1.0,0,1,1,False,False
2022-01-10 02:00:00,2,163,False,雪天,0.5,无,1.0,0,1,1,False,False
2022-01-10 03:00:00,3,136,False,雾天,0.4,无,1.0,0,1,1,False,False
2022-01-10 04:00:00,4,381,False,晴天,1.2,无,1.0,0,1,1,False,False
2022-01-10 05:00:00,5,385,False,晴天,1.2,无,1.0,0,1,1,False,False
2022-01-10 06:00:00,6,1105,False,多云,1.0,无,1.0,0,1,1,False,False
2022-01-10 07:00:00,7,2296,False,晴天,1.2,无,1.0,0,1,1,False,True
2022-01-10 08:00:00,8,1973,False,多云,1.0,无,1.0,0,1,1,False,True
2022-01-10 09:00:00,9,993,False,雪天,0.5,无,1.0,0,1,1,False,True
2022-01-10 10:00:00,10,1575,False,晴天,1.2,无,1.0,0,1,1,False,False
2022-01-10 11:00:00,11,670,False,雪天,0.5,无,1.0,0,1,1,False,False
2022-01-10 12:00:00,12,1624,False,晴天,1.2,无,1.0,0,1,1,False,False
2022-01-10 13:00:00,13,677,False,雪天,0.5,无,1.0,0,1,1,False,False
2022-01-10 14:00:00,14,1663,False,晴天,1.2,无,1.0,0,1,1,False,False
2022-01-10 15:00:00,15,1509,False,晴天,1.2,无,1.0,0,1,1,False,False
2022-01-10 16:00:00,16,1372,False,多云,1.0,无,1.0,0,1,1,False,False
2022-01-10 17:00:00,17,2084,False,晴天,1.2,无,1.0,0,1,1,False,True
2022-01-10 18:00:00,18,1814,False,多云,1.0,无,1.0,0,1,1,False,True
2022-01-10 19:00:00,19,681,False,雾天,0.4,无,1.0,0,1,1,False,True
2022-01-10 20:00:00,20,549,False,雪天,0.5,无,1.0,0,1,1,False,False
2022-01-10 21:00:00,21,559,False,雪天,0.5,无,1.0,0,1,1,False,False
2022-01-10 22:00:00,22,218,False,雪天,0.5,无,1.0,0,1,1,False,False
2022-01-10 23:00:00,23,170,False,雾天,0.4,无,1.0,0,1,1,False,False
2022-01-11 00:00:00,0,161,False,雪天,0.5,无,1.0,1,1,1,False,False
2022-01-11 01:00:00,1,334,False,多云,1.0,无,1.0,1,1,1,False,False
2022-01-11 02:00:00,2,333,False,多云,1.0,无,1.0,1,1,1,False,False
2022-01-11 03:00:00,3,170,False,雪天,0.5,无,1.0,1,1,1,False,False
2022-01-11 04:00:00,4,328,False,多云,1.0,无,1.0,1,1,1,False,False
2022-01-11 05:00:00,5,399,False,晴天,1.2,无,1.0,1,1,1,False,False
2022-01-11 06:00:00,6,1383,False,晴天,1.2,无,1.0,1,1,1,False,False
2022-01-11 07:00:00,7,987,False,雪天,0.5,无,1.0,1,1,1,False,True
2022-01-11 08:00:00,8,1942,False,多云,1.0,无,1.0,1,1,1,False,True
2022-01-11 09:00:00,9,2373,False,晴天,1.2,无,1.0,1,1,1,False,True
2022-01-11 10:00:00,10,552,False,雾天,0.4,无,1.0,1,1,1,False,False
2022-01-11 11:00:00,11,545,False,雾天,0.4,无,1.0,1,1,1,False,False
2022-01-11 12:00:00,12,665,False,雪天,0.5,无,1.0,1,1,1,False,False
2022-01-11 13:00:00,13,534,False,雾天,0.4,无,1.0,1,1,1,False,False
2022-01-11 14:00:00,14,1300,False,多云,1.0,无,1.0,1,1,1,False,False
2022-01-11 15:00:00,15,504,False,雾天,0.4,无,1.0,1,1,1,False,False
2022-01-11 16:00:00,16,679,False,雪天,0.5,无,1.0,1,1,1,False,False
2022-01-11 17:00:00,17,683,False,雾天,0.4,无,1.0,1,1,1,False,True
2022-01-11 18:00:00,18,2019,False,晴天,1.2,无,1.0,1,1,1,False,True
2022-01-11 19:00:00,19,681,False,雾天,0.4,无,1.0,1,1,1,False,True
2022-01-11 20:00:00,20,1111,False,多云,1.0,无,1.0,1,1,1,False,False
2022-01-11 21:00:00,21,548,False,雪天,0.5,无,1.0,1,1,1,False,False
2022-01-11 22:00:00,22,451,False,多云,1.0,无,1.0,1,1,1,False,False
2022-01-11 23:00:00,23,509,False,晴天,1.2,无,1.0,1,1,1,False,False
2022-01-12 00:00:00,0,127,False,雾天,0.4,无,1.0,2,1,1,False,False
2022-01-12 01:00:00,1,339,False,多云,1.0,无,1.0,2,1,1,False,False
2022-01-12 02:00:00,2,168,False,雪天,0.5,无,1.0,2,1,1,False,False
2022-01-12 03:00:00,3,414,False,晴天,1.2,无,1.0,2,1,1,False,False
2022-01-12 04:00:00,4,394,False,晴天,1.2,无,1.0,2,1,1,False,False
2022-01-12 05:00:00,5,383,False,晴天,1.2,无,1.0,2,1,1,False,False
2022-01-12 06:00:00,6,1072,False,多云,1.0,无,1.0,2,1,1,False,False
2022-01-12 07:00:00,7,1013,False,雪天,0.5,无,1.0,2,1,1,False,True
2022-01-12 08:00:00,8,1037,False,雪天,0.5,无,1.0,2,1,1,False,True
2022-01-12 09:00:00,9,793,False,雾天,0.4,无,1.0,2,1,1,False,True
2022-01-12 10:00:00,10,1634,False,晴天,1.2,无,1.0,2,1,1,False,False
2022-01-12 11:00:00,11,518,False,雾天,0.4,无,1.0,2,1,1,False,False
2022-01-12 12:00:00,12,1647,False,晴天,1.2,无,1.0,2,1,1,False,False
2022-01-12 13:00:00,13,1291,False,多云,1.0,无,1.0,2,1,1,False,False
2022-01-12 14:00:00,14,1577,False,晴天,1.2,无,1.0,2,1,1,False,False
2022-01-12 15:00:00,15,1560,False,晴天,1.2,无,1.0,2,1,1,False,False
2022-01-12 16:00:00,16,1321,False,多云,1.0,无,1.0,2,1,1,False,False
2022-01-12 17:00:00,17,2150,False,晴天,1.2,无,1.0,2,1,1,False,True
2022-01-12 18:00:00,18,1736,False,多云,1.0,无,1.0,2,1,1,False,True
2022-01-12 19:00:00,19,1698,False,多云,1.0,无,1.0,2,1,1,False,True
2022-01-12 20:00:00,20,1058,False,多云,1.0,无,1.0,2,1,1,False,False
2022-01-12 21:00:00,21,1334,False,晴天,1.2,无,1.0,2,1,1,False,False
2022-01-12 22:00:00,22,448,False,多云,1.0,无,1.0,2,1,1,False,False
2022-01-12 23:00:00,23,175,False,雾天,0.4,无,1.0,2,1,1,False,False
2022-01-13 00:00:00,0,166,False,雪天,0.5,无,1.0,3,1,1,False,False
2022-01-13 01:00:00,1,390,False,晴天,1.2,无,1.0,3,1,1,False,False
2022-01-13 02:00:00,2,377,False,晴天,1.2,无,1.0,3,1,1,False,False
2022-01-13 03:00:00,3,386,False,晴天,1.2,无,1.0,3,1,1,False,False
2022-01-13 04:00:00,4,377,False,晴天,1.2,无,1.0,3,1,1,False,False
2022-01-13 05:00:00,5,162,False,雪天,0.5,无,1.0,3,1,1,False,False
2022-01-13 06:00:00,6,544,False,雪天,0.5,无,1.0,3,1,1,False,False
2022-01-13 07:00:00,7,1006,False,雪天,0.5,无,1.0,3,1,1,False,True
2022-01-13 08:00:00,8,798,False,雾天,0.4,无,1.0,3,1,1,False,True
2022-01-13 09:00:00,9,756,False,雾天,0.4,无,1.0,3,1,1,False,True
2022-01-13 10:00:00,10,650,False,雪天,0.5,无,1.0,3,1,1,False,False
2022-01-13 11:00:00,11,1362,False,多云,1.0,无,1.0,3,1,1,False,False
2022-01-13 12:00:00,12,648,False,雪天,0.5,无,1.0,3,1,1,False,False
2022-01-13 13:00:00,13,1374,False,多云,1.0,无,1.0,3,1,1,False,False
2022-01-13 14:00:00,14,630,False,雪天,0.5,无,1.0,3,1,1,False,False
2022-01-13 15:00:00,15,629,False,雪天,0.5,无,1.0,3,1,1,False,False
2022-01-13 16:00:00,16,1616,False,晴天,1.2,无,1.0,3,1,1,False,False
2022-01-13 17:00:00,17,1692,False,多云,1.0,无,1.0,3,1,1,False,True
2022-01-13 18:00:00,18,2039,False,晴天,1.2,无,1.0,3,1,1,False,True
2022-01-13 19:00:00,19,899,False,雪天,0.5,无,1.0,3,1,1,False,True
2022-01-13 20:00:00,20,1132,False,多云,1.0,无,1.0,3,1,1,False,False
2022-01-13 21:00:00,21,1334,False,晴天,1.2,无,1.0,3,1,1,False,False
2022-01-13 22:00:00,22,504,False,晴天,1.2,无,1.0,3,1,1,False,False
2022-01-13 23:00:00,23,522,False,晴天,1.2,无,1.0,3,1,1,False,False
2022-01-14 00:00:00,0,129,False,雾天,0.4,无,1.0,4,1,1,False,False
2022-01-14 01:00:00,1,313,False,多云,1.0,无,1.0,4,1,1,False,False
2022-01-14 02:00:00,2,163,False,雪天,0.5,无,1.0,4,1,1,False,False
2022-01-14 03:00:00,3,171,False,雪天,0.5,无,1.0,4,1,1,False,False
2022-01-14 04:00:00,4,396,False,晴天,1.2,无,1.0,4,1,1,False,False
2022-01-14 05:00:00,5,156,False,雪天,0.5,无,1.0,4,1,1,False,False
